Year,First Name,County,Sex,Count
2007,NATHAN,RENSSELAER,M,9
2007,NATHAN,MONROE,M,40
2007,NATHAN,ST LAWRENCE,M,7
2007,NATHAN,ONONDAGA,M,26
2007,NATHAN,CHEMUNG,M,6
2007,NATHAN,MADISON,M,5
2007,NATHAN,ORANGE,M,6
2007,NATHAN,OSWEGO,M,7
2007,NATHAN,BROOME,M,11
2007,NATHAN,STEUBEN,M,9
2007,NATHAN,BRONX,M,18
2007,NATHAN,JEFFERSON,M,7
2007,NATHAN,ONTARIO,M,7
2007,NATHAN,ONEIDA,M,10
2007,NATHAN,NIAGARA,M,13
2007,NATHAN,QUEENS,M,39
2007,NATHAN,SUFFOLK,M,19
2007,NATHAN,ALBANY,M,14
2007,NATASHA,KINGS,F,14
2007,NATALY,NASSAU,F,5
2007,NATALIE,ONONDAGA,F,17
2007,NATALIE,QUEENS,F,40
2007,NATALIE,NIAGARA,F,7
2007,NATALIE,NEW YORK,F,34
2007,NATALIE,ULSTER,F,7
2007,NATALIE,SUFFOLK,F,40
2007,NATALIE,NASSAU,F,27
2007,NATALIE,ERIE,F,29
2007,NATALIE,DUTCHESS,F,5
2007,NATALIE,KINGS,F,36
2007,NATALIE,MONROE,F,23
2007,NATALIE,OSWEGO,F,5
2007,NATALIE,WESTCHESTER,F,25
2007,NATALIE,BRONX,F,32
2007,NATALIE,PUTNAM,F,5
2007,NATALIE,WAYNE,F,7
2007,NATALIE,SCHENECTADY,F,6
2007,NATALIE,DELAWARE,F,6
2007,NATALIE,TOMPKINS,F,5
2007,NATALIE,BROOME,F,11
2007,NATALIE,ALBANY,F,9
2007,NATALIE,ONEIDA,F,7
2007,NATALIE,SARATOGA,F,8
2007,NATALIE,ORANGE,F,13
2007,NATALIA,KINGS,F,27
2007,NATALIA,BRONX,F,13
2007,NATALIA,QUEENS,F,34
2007,NATALIA,WESTCHESTER,F,18
2007,NATALIA,ERIE,F,8
2007,NATALIA,NEW YORK,F,12
2007,NATALIA,NASSAU,F,10
2007,NATALIA,SUFFOLK,F,14
2007,NASIR,BRONX,M,17
2007,NASIR,QUEENS,M,12
2007,NASIR,NASSAU,M,5
2007,NASIR,WESTCHESTER,M,5
2007,NASIR,KINGS,M,10
2007,NAOMI,BRONX,F,15
2007,NAOMI,SUFFOLK,F,9
2007,NAOMI,NASSAU,F,7
2007,NAOMI,QUEENS,F,21
2007,NAOMI,WESTCHESTER,F,9
2007,NAOMI,ERIE,F,6
2007,NAOMI,NEW YORK,F,17
2007,NAOMI,KINGS,F,39
2007,NANCY,QUEENS,F,11
2007,NAFTULI,KINGS,M,19
2007,NAFTALI,KINGS,M,13
2007,NAFTALI,ROCKLAND,M,7
2007,NADIA,ERIE,F,11
2007,NADIA,NASSAU,F,6
2007,NADIA,SUFFOLK,F,6
2007,NADIA,KINGS,F,12
2007,NADIA,MONROE,F,5
2007,NADIA,QUEENS,F,12
2007,NADIA,WESTCHESTER,F,8
2007,NACHMAN,KINGS,M,10
2007,MYA,ERIE,F,8
2007,MYA,WESTCHESTER,F,8
2007,MYA,BRONX,F,25
2007,MYA,NASSAU,F,8
2007,MYA,KINGS,F,26
2007,MYA,MONROE,F,7
2007,MYA,ALBANY,F,7
2007,MYA,QUEENS,F,20
2007,MYA,SUFFOLK,F,12
2007,MYA,NEW YORK,F,12
2007,MYA,ORANGE,F,7
2007,MYA,ONONDAGA,F,5
2007,MUSTAFA,QUEENS,M,10
2007,MUHAMMAD,KINGS,M,21
2007,MUHAMMAD,QUEENS,M,13
2007,MUHAMMAD,NASSAU,M,10
2007,MOSHE,KINGS,M,130
2007,MOSHE,QUEENS,M,30
2007,MOSHE,ORANGE,M,28
2007,MOSHE,ROCKLAND,M,43
2007,MOSES,KINGS,M,22
2007,MOSES,ORANGE,M,13
2007,MORRIS,KINGS,M,10
2007,MORGAN,ONONDAGA,F,6
2007,MORGAN,SARATOGA,F,7
2007,MORGAN,SUFFOLK,F,24
2007,MORGAN,KINGS,F,16
2007,MORGAN,DUTCHESS,F,7
2007,MORGAN,ERIE,F,25
2007,MORGAN,RENSSELAER,F,5
2007,MORGAN,NEW YORK,F,15
2007,MORGAN,NIAGARA,F,7
2007,MORGAN,NASSAU,F,15
2007,MORGAN,CHEMUNG,F,5
2007,MORGAN,WESTCHESTER,F,11
2007,MORGAN,MONROE,F,13
2007,MORDECHAI,ROCKLAND,M,16
2007,MORDECHAI,ORANGE,M,11
2007,MORDECHAI,KINGS,M,40
2007,MORDCHE,ORANGE,M,6
2007,MONICA,NASSAU,F,5
2007,MONICA,WESTCHESTER,F,5
2007,MOLLY,SARATOGA,F,9
2007,MOLLY,NASSAU,F,19
2007,MOLLY,DUTCHESS,F,5
2007,MOLLY,ORANGE,F,10
2007,MOLLY,NEW YORK,F,15
2007,MOLLY,ERIE,F,16
2007,MOLLY,ALBANY,F,5
2007,MOLLY,ONEIDA,F,6
2007,MOLLY,ROCKLAND,F,8
2007,MOLLY,SUFFOLK,F,19
2007,MOLLY,MONROE,F,12
2007,MOLLY,ONONDAGA,F,8
2007,MOLLY,WESTCHESTER,F,16
2007,MOLLY,ULSTER,F,6
2007,MOHAMMED,KINGS,M,23
2007,MOHAMMED,QUEENS,M,19
2007,MOHAMMAD,QUEENS,M,27
2007,MOHAMMAD,KINGS,M,23
2007,MOHAMED,BRONX,M,28
2007,MOHAMED,QUEENS,M,14
2007,MOHAMED,KINGS,M,27
2007,MOHAMED,ERIE,M,6
2007,MOHAMED,NEW YORK,M,15
2007,MITCHELL,ERIE,M,7
2007,MIRIAM,QUEENS,F,22
2007,MIRIAM,ORANGE,F,16
2007,MIRIAM,KINGS,F,108
2007,MIRIAM,NASSAU,F,6
2007,MIRIAM,ROCKLAND,F,20
2007,MIREL,KINGS,F,11
2007,MIRANDA,BRONX,F,11
2007,MIRANDA,ERIE,F,7
2007,MINDY,KINGS,F,15
2007,MILO,KINGS,M,13
2007,MILES,MONROE,M,9
2007,MILES,KINGS,M,16
2007,MILES,NASSAU,M,5
2007,MILES,WESTCHESTER,M,5
2007,MILES,NEW YORK,M,17
2007,MIKE,QUEENS,M,14
2007,MIKE,WESTCHESTER,M,5
2007,MIKAYLA,NASSAU,F,11
2007,MIKAYLA,BRONX,F,10
2007,MIKAYLA,SUFFOLK,F,12
2007,MIKAYLA,ORANGE,F,5
2007,MIKAYLA,KINGS,F,23
2007,MIKAELA,SUFFOLK,F,7
2007,MIGUEL,WESTCHESTER,M,10
2007,MIGUEL,ORANGE,M,8
2007,MIGUEL,BRONX,M,50
2007,MIGUEL,QUEENS,M,23
2007,MIGUEL,NASSAU,M,10
2007,MIGUEL,KINGS,M,37
2007,MIGUEL,NEW YORK,M,14
2007,MIGUEL,SUFFOLK,M,12
2007,MICHELLE,NEW YORK,F,26
2007,MICHELLE,QUEENS,F,73
2007,MICHELLE,NASSAU,F,15
2007,MICHELLE,ROCKLAND,F,5
2007,MICHELLE,WESTCHESTER,F,16
2007,MICHELLE,BRONX,F,33
2007,MICHELLE,KINGS,F,69
2007,MICHELLE,SUFFOLK,F,23
2007,MICHELLE,RICHMOND,F,15
2007,MICHAELA,KINGS,F,12
2007,MICHAELA,SUFFOLK,F,15
2007,MICHAELA,NASSAU,F,8
2007,MICHAEL,QUEENS,M,199
2007,MICHAEL,ONONDAGA,M,39
2007,MICHAEL,BRONX,M,129
2007,MICHAEL,MONROE,M,64
2007,MICHAEL,ONEIDA,M,20
2007,MICHAEL,WESTCHESTER,M,113
2007,MICHAEL,SUFFOLK,M,218
2007,MICHAEL,RENSSELAER,M,16
2007,MICHAEL,KINGS,M,197
2007,MICHAEL,NIAGARA,M,18
2007,MICHAEL,BROOME,M,17
2007,MICHAEL,WAYNE,M,10
2007,MICHAEL,RICHMOND,M,95
2007,MICHAEL,CATTARAUGUS,M,9
2007,MICHAEL,CAYUGA,M,8
2007,MICHAEL,ROCKLAND,M,46
2007,MICHAEL,WARREN,M,5
2007,MICHAEL,ONTARIO,M,8
2007,MICHAEL,PUTNAM,M,17
2007,MICHAEL,CHAUTAUQUA,M,6
2007,MICHAEL,ORANGE,M,42
2007,MICHAEL,CHEMUNG,M,8
2007,MICHAEL,MONTGOMERY,M,5
2007,MICHAEL,NEW YORK,M,95
2007,MICHAEL,ULSTER,M,19
2007,MICHAEL,CORTLAND,M,6
2007,MICHAEL,ERIE,M,88
2007,MICHAEL,SARATOGA,M,16
2007,MICHAEL,TOMPKINS,M,8
2007,MICHAEL,OSWEGO,M,7
2007,MICHAEL,DUTCHESS,M,33
2007,MICHAEL,JEFFERSON,M,13
2007,MICHAEL,SCHENECTADY,M,13
2007,MICHAEL,ST LAWRENCE,M,7
2007,MICHAEL,SULLIVAN,M,8
2007,MICHAEL,ALBANY,M,22
2007,MICHAEL,NASSAU,M,191
2007,MICAH,KINGS,M,18
2007,MICAH,ERIE,M,5
2007,MICAH,NEW YORK,M,11
2007,MIA,ERIE,F,28
2007,MIA,ONTARIO,F,5
2007,MIA,BRONX,F,85
2007,MIA,PUTNAM,F,9
2007,MIA,NASSAU,F,58
2007,MIA,ROCKLAND,F,9
2007,MIA,NIAGARA,F,7
2007,MIA,QUEENS,F,80
2007,MIA,CHAUTAUQUA,F,5
2007,MIA,SARATOGA,F,8
2007,MIA,KINGS,F,72
2007,MIA,DUTCHESS,F,12
2007,MIA,RICHMOND,F,25
2007,MIA,SCHENECTADY,F,11
2007,MIA,MONROE,F,15
2007,MIA,ONONDAGA,F,17
2007,MIA,ALBANY,F,8
2007,MIA,JEFFERSON,F,5
2007,MIA,ORANGE,F,8
2007,MIA,NEW YORK,F,74
2007,MIA,ONEIDA,F,9
2007,MIA,SUFFOLK,F,64
2007,MIA,WESTCHESTER,F,48
2007,MESSIAH,KINGS,M,13
2007,MEREDITH,NASSAU,F,5
2007,MENDY,KINGS,M,12
2007,MENDEL,ROCKLAND,M,5
2007,MENDEL,KINGS,M,18
2007,MENDEL,ORANGE,M,9
2007,MENASHE,ROCKLAND,M,5
2007,MENACHEM,ROCKLAND,M,18
2007,MENACHEM,KINGS,M,63
2007,MELVIN,SUFFOLK,M,5
2007,MELVIN,QUEENS,M,10
2007,MELISSA,NASSAU,F,12
2007,MELISSA,SUFFOLK,F,12
2007,MELISSA,BRONX,F,18
2007,MELISSA,WESTCHESTER,F,9
2007,MELISSA,QUEENS,F,31
2007,MELISSA,KINGS,F,14
2007,MELINA,QUEENS,F,14
2007,MELINA,NASSAU,F,5
2007,MELINA,SUFFOLK,F,5
2007,MELANY,NASSAU,F,9
2007,MELANY,QUEENS,F,13
2007,MELANIE,NASSAU,F,12
2007,MELANIE,QUEENS,F,70
2007,MELANIE,BRONX,F,29
2007,MELANIE,NEW YORK,F,26
2007,MELANIE,SUFFOLK,F,21
2007,MELANIE,WESTCHESTER,F,15
2007,MELANIE,KINGS,F,38
2007,MEIR,ROCKLAND,M,14
2007,MEIR,KINGS,M,34
2007,MEGHAN,ONONDAGA,F,7
2007,MEGHAN,SUFFOLK,F,18
2007,MEGHAN,NASSAU,F,10
2007,MEGHAN,MONROE,F,7
2007,MEGHAN,WESTCHESTER,F,5
2007,MEGAN,DUTCHESS,F,5
2007,MEGAN,WESTCHESTER,F,12
2007,MEGAN,ERIE,F,8
2007,MEGAN,MONROE,F,11
2007,MEGAN,QUEENS,F,19
2007,MEGAN,SUFFOLK,F,21
2007,MEGAN,NIAGARA,F,5
2007,MEGAN,NASSAU,F,22
2007,MEGAN,KINGS,F,22
2007,MEGAN,ORANGE,F,8
2007,MCKENZIE,MONROE,F,6
2007,MCKENZIE,ERIE,F,9
2007,MCKENNA,SUFFOLK,F,5
2007,MCKENNA,MONROE,F,5
2007,MAYER,KINGS,M,11
2007,MAYA,BRONX,F,22
2007,MAYA,SARATOGA,F,5
2007,MAYA,DUTCHESS,F,6
2007,MAYA,WESTCHESTER,F,20
2007,MAYA,PUTNAM,F,6
2007,MAYA,QUEENS,F,54
2007,MAYA,ONONDAGA,F,9
2007,MAYA,SUFFOLK,F,27
2007,MAYA,NEW YORK,F,64
2007,MAYA,ULSTER,F,6
2007,MAYA,NASSAU,F,26
2007,MAYA,ERIE,F,13
2007,MAYA,KINGS,F,55
2007,MAYA,MONROE,F,15
2007,MAXWELL,MONROE,M,5
2007,MAXWELL,KINGS,M,10
2007,MAXWELL,ONONDAGA,M,5
2007,MAXWELL,ERIE,M,7
2007,MAXWELL,NEW YORK,M,31
2007,MAXWELL,ORANGE,M,6
2007,MAXWELL,NASSAU,M,9
2007,MAXWELL,SUFFOLK,M,13
2007,MAXWELL,WESTCHESTER,M,6
2007,MAXIMUS,NASSAU,M,5
2007,MAXIMILIAN,NEW YORK,M,11
2007,MAXIM,ERIE,M,5
2007,MAXIM,KINGS,M,10
2007,MAX,MONROE,M,13
2007,MAX,NEW YORK,M,70
2007,MAX,WESTCHESTER,M,22
2007,MAX,KINGS,M,28
2007,MAX,NASSAU,M,23
2007,MAX,ERIE,M,8
2007,MAX,SUFFOLK,M,19
2007,MAX,QUEENS,M,24
2007,MATTHEW,DUTCHESS,M,27
2007,MATTHEW,RICHMOND,M,72
2007,MATTHEW,BROOME,M,12
2007,MATTHEW,TOMPKINS,M,7
2007,MATTHEW,ONTARIO,M,7
2007,MATTHEW,JEFFERSON,M,8
2007,MATTHEW,SARATOGA,M,22
2007,MATTHEW,MADISON,M,6
2007,MATTHEW,KINGS,M,179
2007,MATTHEW,WESTCHESTER,M,95
2007,MATTHEW,TIOGA,M,5
2007,MATTHEW,SUFFOLK,M,158
2007,MATTHEW,ERIE,M,79
2007,MATTHEW,ORANGE,M,36
2007,MATTHEW,NASSAU,M,180
2007,MATTHEW,ONONDAGA,M,35
2007,MATTHEW,QUEENS,M,198
2007,MATTHEW,BRONX,M,122
2007,MATTHEW,ALBANY,M,17
2007,MATTHEW,NEW YORK,M,112
2007,MATTHEW,ULSTER,M,17
2007,MATTHEW,CLINTON,M,7
2007,MATTHEW,OSWEGO,M,7
2007,MATTHEW,MONROE,M,47
2007,MATTHEW,SULLIVAN,M,12
2007,MATTHEW,ONEIDA,M,18
2007,MATTHEW,ST LAWRENCE,M,6
2007,MATTHEW,HERKIMER,M,6
2007,MATTHEW,CHAUTAUQUA,M,10
2007,MATTHEW,SCHENECTADY,M,12
2007,MATTHEW,PUTNAM,M,9
2007,MATTHEW,ROCKLAND,M,16
2007,MATTHEW,RENSSELAER,M,10
2007,MATTHEW,LIVINGSTON,M,5
2007,MATTHEW,NIAGARA,M,17
2007,MATTEO,QUEENS,M,11
2007,MATTEO,SUFFOLK,M,7
2007,MATTEO,NASSAU,M,9
2007,MATTEO,WESTCHESTER,M,5
2007,MATHEW,QUEENS,M,14
2007,MATHEW,SUFFOLK,M,5
2007,MATEO,QUEENS,M,16
2007,MATEO,WESTCHESTER,M,7
2007,MATEO,NASSAU,M,5
2007,MASSIMO,SUFFOLK,M,6
2007,MASSIMO,WESTCHESTER,M,6
2007,MASON,BROOME,M,5
2007,MASON,ESSEX,M,5
2007,MASON,JEFFERSON,M,9
2007,MASON,MONROE,M,18
2007,MASON,OSWEGO,M,10
2007,MASON,SARATOGA,M,19
2007,MASON,CHAUTAUQUA,M,8
2007,MASON,ORANGE,M,11
2007,MASON,NEW YORK,M,24
2007,MASON,WASHINGTON,M,5
2007,MASON,ROCKLAND,M,5
2007,MASON,CHEMUNG,M,7
2007,MASON,ALBANY,M,5
2007,MASON,ST LAWRENCE,M,6
2007,MASON,SUFFOLK,M,32
2007,MASON,KINGS,M,12
2007,MASON,NASSAU,M,16
2007,MASON,TOMPKINS,M,5
2007,MASON,ERIE,M,32
2007,MASON,ONEIDA,M,10
2007,MASON,RENSSELAER,M,7
2007,MASON,NIAGARA,M,10
2007,MASON,COLUMBIA,M,5
2007,MASON,WESTCHESTER,M,8
2007,MASON,DUTCHESS,M,11
2007,MASON,ONONDAGA,M,11
2007,MARY,WESTCHESTER,F,12
2007,MARY,QUEENS,F,19
2007,MARY,SUFFOLK,F,8
2007,MARY,ERIE,F,6
2007,MARY,NASSAU,F,6
2007,MARY,CHAUTAUQUA,F,5
2007,MARY,MONROE,F,13
2007,MARVIN,BRONX,M,12
2007,MARVIN,KINGS,M,18
2007,MARVIN,NASSAU,M,5
2007,MARVIN,SUFFOLK,M,10
2007,MARVIN,QUEENS,M,12
2007,MARTIN,NEW YORK,M,10
2007,MARTIN,QUEENS,M,15
2007,MARTIN,KINGS,M,20
2007,MARTIN,BRONX,M,12
2007,MARTIN,WESTCHESTER,M,10
2007,MARQUIS,KINGS,M,11
2007,MARLON,NASSAU,M,5
2007,MARK,KINGS,M,43
2007,MARK,WESTCHESTER,M,19
2007,MARK,MONROE,M,9
2007,MARK,SUFFOLK,M,12
2007,MARK,NASSAU,M,15
2007,MARK,ROCKLAND,M,5
2007,MARK,BRONX,M,13
2007,MARK,QUEENS,M,16
2007,MARK,ONONDAGA,M,7
2007,MARK,ORANGE,M,5
2007,MARK,ERIE,M,6
2007,MARISSA,NASSAU,F,10
2007,MARISSA,QUEENS,F,12
2007,MARISSA,MONROE,F,9
2007,MARISSA,SUFFOLK,F,14
2007,MARISSA,ONONDAGA,F,7
2007,MARISSA,ERIE,F,13
2007,MARISA,SUFFOLK,F,7
2007,MARIO,NASSAU,M,11
2007,MARIO,KINGS,M,13
2007,MARIO,WESTCHESTER,M,7
2007,MARIO,SUFFOLK,M,9
2007,MARINA,NASSAU,F,6
2007,MARILYN,SUFFOLK,F,6
2007,MARILYN,KINGS,F,10
2007,MARILYN,NASSAU,F,5
2007,MARIANNA,SUFFOLK,F,5
2007,MARIANA,QUEENS,F,11
2007,MARIANA,SUFFOLK,F,9
2007,MARIANA,WESTCHESTER,F,6
2007,MARIAMA,BRONX,F,12
2007,MARIAMA,KINGS,F,10
2007,MARIAM,KINGS,F,23
2007,MARIAM,BRONX,F,10
2007,MARIAM,NEW YORK,F,13
2007,MARIAM,QUEENS,F,17
2007,MARIAH,ERIE,F,11
2007,MARIAH,MONROE,F,6
2007,MARIAH,KINGS,F,22
2007,MARIAH,NASSAU,F,7
2007,MARIAH,BRONX,F,25
2007,MARIA,KINGS,F,25
2007,MARIA,MONROE,F,7
2007,MARIA,NASSAU,F,15
2007,MARIA,BRONX,F,21
2007,MARIA,ALBANY,F,5
2007,MARIA,RICHMOND,F,10
2007,MARIA,QUEENS,F,51
2007,MARIA,ONONDAGA,F,7
2007,MARIA,SUFFOLK,F,19
2007,MARIA,WESTCHESTER,F,21
2007,MARIA,ERIE,F,7
2007,MARIA,NEW YORK,F,28
2007,MARGARET,SUFFOLK,F,7
2007,MARGARET,ERIE,F,7
2007,MARGARET,RENSSELAER,F,5
2007,MARGARET,NASSAU,F,10
2007,MARGARET,NEW YORK,F,22
2007,MARGARET,WESTCHESTER,F,18
2007,MARCUS,SUFFOLK,M,12
2007,MARCUS,NASSAU,M,11
2007,MARCUS,KINGS,M,37
2007,MARCUS,BRONX,M,15
2007,MARCUS,ONONDAGA,M,6
2007,MARCUS,ALBANY,M,6
2007,MARCUS,QUEENS,M,23
2007,MARCUS,WESTCHESTER,M,9
2007,MARCUS,MONROE,M,8
2007,MARCUS,ONEIDA,M,5
2007,MARCUS,NEW YORK,M,24
2007,MARCUS,ERIE,M,6
2007,MARCOS,NEW YORK,M,10
2007,MARCOS,KINGS,M,10
2007,MARCOS,BRONX,M,10
2007,MARCOS,WESTCHESTER,M,7
2007,MARCO,QUEENS,M,11
2007,MARCO,NEW YORK,M,12
2007,MARCO,BRONX,M,11
2007,MARCO,SUFFOLK,M,12
2007,MARCO,WESTCHESTER,M,7
2007,MARCO,KINGS,M,12
2007,MARCO,NASSAU,M,8
2007,MARCELLO,WESTCHESTER,M,6
2007,MARC,NEW YORK,M,11
2007,MARC,KINGS,M,17
2007,MARC,QUEENS,M,10
2007,MARC,SUFFOLK,M,7
2007,MARA,ERIE,F,7
2007,MANUEL,ORANGE,M,5
2007,MANUEL,SUFFOLK,M,5
2007,MANUEL,BRONX,M,27
2007,MANUEL,KINGS,M,16
2007,MANUEL,NASSAU,M,7
2007,MANUEL,QUEENS,M,12
2007,MANDY,NEW YORK,F,10
2007,MAMADOU,BRONX,M,17
2007,MAMADOU,KINGS,M,10
2007,MALKY,KINGS,F,35
2007,MALKY,ROCKLAND,F,10
2007,MALKY,ORANGE,F,5
2007,MALKA,ORANGE,F,11
2007,MALKA,ROCKLAND,F,22
2007,MALKA,KINGS,F,47
2007,MALIK,WESTCHESTER,M,6
2007,MALIK,ONONDAGA,M,5
2007,MALIK,KINGS,M,23
2007,MALIK,BRONX,M,15
2007,MALIK,ERIE,M,7
2007,MALACHI,BRONX,M,19
2007,MALACHI,NASSAU,M,7
2007,MALACHI,QUEENS,M,18
2007,MALACHI,SUFFOLK,M,5
2007,MALACHI,KINGS,M,42
2007,MALACHI,MONROE,M,10
2007,MALACHI,ERIE,M,5
2007,MAKENZIE,MONROE,F,5
2007,MAKAYLA,MONROE,F,13
2007,MAKAYLA,NASSAU,F,10
2007,MAKAYLA,QUEENS,F,18
2007,MAKAYLA,ORANGE,F,5
2007,MAKAYLA,SUFFOLK,F,18
2007,MAKAYLA,ONONDAGA,F,7
2007,MAKAYLA,DUTCHESS,F,5
2007,MAKAYLA,ERIE,F,11
2007,MAKAYLA,WESTCHESTER,F,7
2007,MAKAYLA,KINGS,F,28
2007,MAKAYLA,BRONX,F,21
2007,MAKAYLA,NEW YORK,F,10
2007,MAGGIE,KINGS,F,19
2007,MAGGIE,ERIE,F,5
2007,MAGGIE,SUFFOLK,F,10
2007,MAGGIE,NEW YORK,F,12
2007,MAGGIE,WESTCHESTER,F,7
2007,MAEVE,WESTCHESTER,F,9
2007,MAEVE,NASSAU,F,9
2007,MADISON,HERKIMER,F,7
2007,MADISON,CAYUGA,F,6
2007,MADISON,MONROE,F,34
2007,MADISON,CHAUTAUQUA,F,9
2007,MADISON,NASSAU,F,63
2007,MADISON,MONTGOMERY,F,5
2007,MADISON,RICHMOND,F,26
2007,MADISON,BROOME,F,17
2007,MADISON,RENSSELAER,F,13
2007,MADISON,CHEMUNG,F,6
2007,MADISON,KINGS,F,83
2007,MADISON,ULSTER,F,8
2007,MADISON,ONEIDA,F,15
2007,MADISON,CHENANGO,F,5
2007,MADISON,CLINTON,F,8
2007,MADISON,ALBANY,F,11
2007,MADISON,SARATOGA,F,23
2007,MADISON,COLUMBIA,F,5
2007,MADISON,DUTCHESS,F,19
2007,MADISON,ROCKLAND,F,12
2007,MADISON,SCHENECTADY,F,7
2007,MADISON,TIOGA,F,7
2007,MADISON,STEUBEN,F,11
2007,MADISON,ONONDAGA,F,27
2007,MADISON,SUFFOLK,F,106
2007,MADISON,ERIE,F,61
2007,MADISON,NEW YORK,F,41
2007,MADISON,NIAGARA,F,17
2007,MADISON,WASHINGTON,F,6
2007,MADISON,WESTCHESTER,F,45
2007,MADISON,QUEENS,F,73
2007,MADISON,BRONX,F,79
2007,MADISON,ONTARIO,F,8
2007,MADISON,ORANGE,F,23
2007,MADISON,PUTNAM,F,10
2007,MADISON,JEFFERSON,F,11
2007,MADISON,WAYNE,F,6
2007,MADISON,ORLEANS,F,6
2007,MADISON,OSWEGO,F,11
2007,MADISON,FULTON,F,7
2007,MADISON,ST LAWRENCE,F,12
2007,MADELYN,MONROE,F,5
2007,MADELYN,NASSAU,F,10
2007,MADELYN,ONONDAGA,F,9
2007,MADELYN,SUFFOLK,F,17
2007,MADELYN,ERIE,F,18
2007,MADELINE,WESTCHESTER,F,20
2007,MADELINE,QUEENS,F,14
2007,MADELINE,ERIE,F,15
2007,MADELINE,ONONDAGA,F,6
2007,MADELINE,SUFFOLK,F,32
2007,MADELINE,BRONX,F,11
2007,MADELINE,NEW YORK,F,25
2007,MADELINE,STEUBEN,F,5
2007,MADELINE,ALBANY,F,7
2007,MADELINE,NASSAU,F,18
2007,MADELINE,KINGS,F,12
2007,MADELINE,ROCKLAND,F,6
2007,MADELINE,ORANGE,F,7
2007,MADELINE,SARATOGA,F,8
2007,MADELINE,MONROE,F,16
2007,MADELEINE,SUFFOLK,F,7
2007,MADELEINE,NEW YORK,F,20
2007,MADELEINE,WESTCHESTER,F,7
2007,MADELEINE,ERIE,F,7
2007,MADDOX,MONROE,M,6
2007,MADALYN,ERIE,F,6
2007,MACKENZIE,DUTCHESS,F,7
2007,MACKENZIE,ST LAWRENCE,F,5
2007,MACKENZIE,WESTCHESTER,F,11
2007,MACKENZIE,CHAUTAUQUA,F,5
2007,MACKENZIE,ERIE,F,9
2007,MACKENZIE,ONONDAGA,F,9
2007,MACKENZIE,SUFFOLK,F,29
2007,MACKENZIE,NEW YORK,F,10
2007,MACKENZIE,MONROE,F,9
2007,MACKENZIE,NIAGARA,F,6
2007,MACKENZIE,ONEIDA,F,8
2007,MACKENZIE,BROOME,F,5
2007,MACKENZIE,NASSAU,F,12
2007,MACKENZIE,ULSTER,F,9
2007,LYLA,ERIE,F,6
2007,LYLA,SUFFOLK,F,8
2007,LYDIA,ERIE,F,9
2007,LYDIA,ST LAWRENCE,F,6
2007,LYDIA,QUEENS,F,10
2007,LUNA,QUEENS,F,13
2007,LUNA,KINGS,F,13
2007,LUKE,QUEENS,M,28
2007,LUKE,GENESEE,M,5
2007,LUKE,JEFFERSON,M,6
2007,LUKE,ORANGE,M,15
2007,LUKE,DUTCHESS,M,7
2007,LUKE,ONONDAGA,M,19
2007,LUKE,NASSAU,M,58
2007,LUKE,NIAGARA,M,5
2007,LUKE,NEW YORK,M,32
2007,LUKE,SUFFOLK,M,63
2007,LUKE,WESTCHESTER,M,31
2007,LUKE,ROCKLAND,M,10
2007,LUKE,KINGS,M,21
2007,LUKE,ULSTER,M,6
2007,LUKE,RENSSELAER,M,7
2007,LUKE,MONROE,M,15
2007,LUKE,ERIE,M,18
2007,LUKE,SARATOGA,M,6
2007,LUKE,ONEIDA,M,10
2007,LUKE,RICHMOND,M,13
2007,LUKAS,SUFFOLK,M,5
2007,LUKAS,QUEENS,M,13
2007,LUKAS,NASSAU,M,5
2007,LUIS,DUTCHESS,M,5
2007,LUIS,NEW YORK,M,33
2007,LUIS,WESTCHESTER,M,22
2007,LUIS,RICHMOND,M,10
2007,LUIS,ROCKLAND,M,7
2007,LUIS,MONROE,M,10
2007,LUIS,SUFFOLK,M,28
2007,LUIS,QUEENS,M,65
2007,LUIS,NASSAU,M,22
2007,LUIS,KINGS,M,57
2007,LUIS,ORANGE,M,8
2007,LUIS,BRONX,M,91
2007,LUIS,ERIE,M,7
2007,LUCY,NEW YORK,F,28
2007,LUCY,ERIE,F,10
2007,LUCY,SUFFOLK,F,9
2007,LUCY,KINGS,F,10
2007,LUCY,ORANGE,F,5
2007,LUCY,MONROE,F,8
2007,LUCY,WESTCHESTER,F,13
2007,LUCY,NASSAU,F,5
2007,LUCIA,WESTCHESTER,F,9
2007,LUCIA,NEW YORK,F,13
2007,LUCAS,ALBANY,M,10
2007,LUCAS,ONONDAGA,M,13
2007,LUCAS,SARATOGA,M,8
2007,LUCAS,ONEIDA,M,6
2007,LUCAS,SUFFOLK,M,65
2007,LUCAS,NASSAU,M,44
2007,LUCAS,WESTCHESTER,M,32
2007,LUCAS,ORANGE,M,12
2007,LUCAS,NIAGARA,M,5
2007,LUCAS,CHAUTAUQUA,M,5
2007,LUCAS,BROOME,M,9
2007,LUCAS,QUEENS,M,55
2007,LUCAS,RICHMOND,M,16
2007,LUCAS,ERIE,M,23
2007,LUCAS,ROCKLAND,M,7
2007,LUCAS,ULSTER,M,6
2007,LUCAS,NEW YORK,M,49
2007,LUCAS,HERKIMER,M,5
2007,LUCAS,DUTCHESS,M,11
2007,LUCAS,KINGS,M,49
2007,LUCAS,MONROE,M,16
2007,LUCAS,ST LAWRENCE,M,8
2007,LUCAS,BRONX,M,23
